intent,user_utterance,origin,new_intent,label
goodbye,good-bye,parrot,bye,2
yes,confirm,original,book,1
no,that's incorrect,original,cancel,3
yes,indeed,original,book,1
yes,that's right,original,book,1
yes,approved,original,book,1
how_busy,can i expect the wait to be long at chocolate fountains?,lambada,avail,0
cancel_reservation,please cancel my reservation for lunch,parrot,cancel,3
no,no!,original,cancel,3
yes,ok,original,book,1
yes,"true, most definitely",original,book,1
no,i disagree,parrot,cancel,3
calendar,is the friday marathon on my calendar?,parrot,avail,0
yes,perfect,parrot,book,1
yes,i'm sure it's true,parrot,book,1
no,negation,parrot,cancel,3
thank_you,appreciated,original,bye,2
thank_you,"great, thanks!",original,bye,2
calendar_update,delete events on june 1,lambada,resched,5
how_busy,how busy will the restaurant be at 8pm,parrot,avail,0
greeting,hey hey!,original,greet,4
how_busy,do you know how busy it is at chili's at 5pm?,parrot,avail,0
greeting,"wake up, ai",original,greet,4
thank_you,appreciated,original,bye,2
greeting,whats up?,parrot,greet,4
date,what's today?,parrot,avail,0
how_busy,how long will it be to sit in olive garden?,parrot,avail,0
goodbye,farewell!,original,bye,2
goodbye,bye bye,lambada,bye,2
calendar,bowling on my calendar?,parrot,avail,0
greeting,you good?,parrot,greet,4
no,most definitely false,parrot,cancel,3
no,"no, that's wrong",original,cancel,3
no,negatory,original,cancel,3
cancel_reservation,i have to cancel my reservation for rob at red robin,parrot,cancel,3
thank_you,awesome thanks,parrot,bye,2
greeting,hey bs,lambada,greet,4
thank_you,my thanks,parrot,bye,2
thank_you,i appreciate the assistance,original,bye,2
schedule_meeting,a meeting with tom for tomorrow 530,parrot,book,1
greeting,heller,original,greet,4
goodbye,bye,original,bye,2
calendar,i want to check my calendar for saturday,parrot,avail,0
yes,"yes, please",parrot,book,1
thank_you,i appeciate it,parrot,bye,2
goodbye,peace,original,bye,2
goodbye,im leaving,parrot,bye,2
no,FALSE,lambada,cancel,3
greeting,hola,original,greet,4
no,negating,parrot,cancel,3
yes,i guess,parrot,book,1
how_busy,i want to know how busy ihop is at 8 pm,lambada,avail,0
yes,facts,original,book,1
goodbye,see ya,lambada,bye,2
greeting,whats new?,parrot,greet,4
thank_you,many thank,original,bye,2
no,negating,parrot,cancel,3
greeting,hiya!,original,greet,4
no,it seems not,original,cancel,3
yes,correct,original,book,1
date,tell me the day?,parrot,avail,0
how_busy,how long can i wait at chili's?,parrot,avail,0
how_busy,how busy is wonka pizza at 5:30,lambada,avail,0
thank_you,i'm grateful,original,bye,2
how_busy,what will it take to sit in chipotle?,parrot,avail,0
goodbye,"thanks, bye",original,bye,2
greeting,nice day,lambada,greet,4
no,negating,parrot,cancel,3
schedule_meeting,set up a meeting,parrot,book,1
how_busy,tell me the average wait time in a cheese cake factory?,parrot,avail,0
greeting,you good?,parrot,greet,4
thank_you,good answer thanks for the response,parrot,bye,2
no,that is untrue,original,cancel,3
yes,agreed,original,book,1
greeting,aloha,original,greet,4
how_busy,how long before dinner?,parrot,avail,0
greeting,wassup,original,greet,4
no,thats a negative,original,cancel,3
no,invalid,original,cancel,3
thank_you,the best,parrot,bye,2
greeting,why hello?,original,greet,4
greeting,what do you think about acii?,parrot,greet,4
no,that's a false,lambada,cancel,3
goodbye,peace out!,original,bye,2
calendar,what's on january 1st?,parrot,avail,0
goodbye,bye bye,lambada,bye,2
date,what do you think will be the date in 100 days?,parrot,avail,0
schedule_meeting,can you schedule a meeting with scott at 9 am?,parrot,book,1
how_busy,can i expect to see a lot of people at olive garden at 6?,lambada,avail,0
meeting_schedule,what if i have a meeting today,parrot,avail,0
how_busy,is applebee busy around 1130?,parrot,avail,0
no,definitely not,original,cancel,3
goodbye,see ya,original,bye,2
yes,"yes, please",original,book,1
goodbye,bye-bye,original,bye,2
greeting,how's idy?,parrot,greet,4
no,the answer is no,original,cancel,3
meeting_schedule,when's my meeting with bob?,parrot,avail,0
no,so that's no,parrot,cancel,3
goodbye,regards,original,bye,2
meeting_schedule,when's my meeting?,parrot,avail,0
goodbye,goodbye!,original,bye,2
thank_you,thanks again!,original,bye,2
how_busy,is the restaurant always packed between dinner and breakfast?,lambada,avail,0
yes,a real statement,parrot,book,1
thank_you,i'm thankful,original,bye,2
no,sure it's wrong,parrot,cancel,3
goodbye,"enjoy my day, goodbye",original,bye,2
how_busy,how busy is chili's around 11 pm,lambada,avail,0
thank_you,you've helped,parrot,bye,2
thank_you,thanks very much,parrot,bye,2
greeting,hiya!,original,greet,4
greeting,how are things going,original,greet,4
goodbye,farewell,original,bye,2
no,so that's no,parrot,cancel,3
how_busy,when will i wait for chipotle?,parrot,avail,0
no,no good,original,cancel,3
goodbye,tootles?,parrot,bye,2
no,no way,original,cancel,3
greeting,what's new,lambada,greet,4
no,it's so negative,parrot,cancel,3
goodbye,catch you later,original,bye,2
no,negatory,original,cancel,3
greeting,tell me how's it going?,parrot,greet,4
goodbye,fairwell,original,bye,2
greeting,hola!,original,greet,4
reminder_update,what about a reminder,parrot,resched,5
greeting,how's everything,original,greet,4
goodbye,lovely conversation,parrot,bye,2
calendar,give me my calendar for march 13th,parrot,avail,0
goodbye,thanks bye bye!,original,bye,2
greeting,hello bs,parrot,greet,4
no,thanks no,parrot,cancel,3
how_busy,how long is the wait at italian food,lambada,avail,0
yes,that's true,original,book,1
no,no?,parrot,cancel,3
no,"no, it's not",lambada,cancel,3
goodbye,will leave now,parrot,bye,2
thank_you,thanks for coming,parrot,bye,2
meeting_schedule,did you schedule any meetings today?,parrot,avail,0
yes,correct,lambada,book,1
calendar,what do i have planned for tomorrow?,original,avail,0
greeting,"hey, what's new",original,greet,4
date,what's the date of that?,parrot,avail,0
greeting,ahoy,lambada,greet,4
greeting,why hello?,original,greet,4
greeting,hows the ai doing today,lambada,greet,4
yes,that's absolutely true,parrot,book,1
date,what today?,parrot,avail,0
yes,is true,parrot,book,1
no,not necessarily true,parrot,cancel,3
how_busy,what's the wait time to be seated at a restaurant,lambada,avail,0
goodbye,cya later,original,bye,2
no,absolutely not,original,cancel,3
thank_you,i appreciate your time,lambada,bye,2
no,that's inaccurate,original,cancel,3
greeting,how things go?,parrot,greet,4
greeting,how do you feel?,parrot,greet,4
yes,yes,original,book,1
goodbye,peace,original,bye,2
no,"no, it is not true",lambada,cancel,3
yes,absolutely,original,book,1
greeting,nice day,lambada,greet,4
date,what's today,original,avail,0
yes,let's do that,parrot,book,1
no,so that's no,parrot,cancel,3
no,no please,parrot,cancel,3
no,that's a lie,parrot,cancel,3
cancel_reservation,i need to cancel my reservation at phoenix,lambada,cancel,3
goodbye,bye now,original,bye,2
greeting,"hey, what's new",original,greet,4
yes,definitely,original,book,1
yes,say positive,parrot,book,1
how_busy,how long do i have to wait before i get a table in the restaurant?,parrot,avail,0
greeting,how's ai doing?,parrot,greet,4
cancel_reservation,you want to cancel my reservation?,parrot,cancel,3
goodbye,fairwell?,parrot,bye,2
thank_you,you've tried,parrot,bye,2
greeting,what's new?,parrot,greet,4
calendar,have i scheduled anything on march 2nd?,parrot,avail,0
goodbye,goodbye ai,parrot,bye,2
goodbye,bye-bye,original,bye,2
greeting,hey it's up,lambada,greet,4
how_busy,how busy is chili's at 5 o'clock?,parrot,avail,0
yes,absolutely,original,book,1
schedule_meeting,would you schedule a meeting with carrie and lisa please,original,book,1
no,i meant nothing,parrot,cancel,3
no,that's overwhelmingly negative,parrot,cancel,3
date,tell me the date of 200 days?,parrot,avail,0
calendar_update,remove event from calendar,lambada,resched,5
calendar,what do i have going on for 1212?,parrot,avail,0
greeting,hiya,original,greet,4
no,no it's not right,parrot,cancel,3
yes,"yeah, that's right",original,book,1
calendar,tell me what my calendar looks like on 1st march?,parrot,avail,0
no,that's false,original,cancel,3
date,date tomorrow,parrot,avail,0
thank_you,awesome thank you,parrot,bye,2
yes,absolutely,original,book,1
no,negating,parrot,cancel,3
calendar,list the events scheduled for april 15th?,parrot,avail,0
goodbye,"thanks, bye",original,bye,2
how_busy,is the restaurant crowded?,parrot,avail,0
greeting,whats up?,parrot,greet,4
thank_you,appreciated,original,bye,2
goodbye,go easy,parrot,bye,2
meeting_schedule,what's the time for the meeting?,parrot,avail,0
no,naw,original,cancel,3
thank_you,you've been amazing,lambada,bye,2
reminder_update,let me be reminded,parrot,resched,5
cancel_reservation,get rid of my reservation at the steakhouse please,lambada,cancel,3
date,date tomorrow?,parrot,avail,0
goodbye,as regards,parrot,bye,2
goodbye,sayonara ,parrot,bye,2
reminder_update,i need to pay my rent can you set me a reminder?,parrot,resched,5
no,it's very wrong,parrot,cancel,3
no,invalid,original,cancel,3
no,there is no,parrot,cancel,3
no,that's false,original,cancel,3
greeting,heyo,original,greet,4
yes,agreed,original,book,1
thank_you,many thank,original,bye,2
greeting,hello hello good morning,parrot,greet,4
goodbye,sign off,parrot,bye,2
yes,that would be yes,original,book,1
calendar,what's my schedule for tomorrow?,parrot,avail,0
yes,TRUE,lambada,book,1
thank_you,i'm glad you did it for me,parrot,bye,2
no,that's inaccurate,original,cancel,3
yes,uh-huh,original,book,1
how_busy,how long is the wait to be seated at red lobsters,lambada,avail,0
yes,all right,parrot,book,1
goodbye,bye bye,lambada,bye,2
reminder_update,set a reminder for the workout tomorrow at noon,parrot,resched,5
yes,it is a yes from me,parrot,book,1
yes,yes that's right,lambada,book,1
greeting,hi how's it going?,parrot,greet,4
goodbye,afterward,parrot,bye,2
goodbye,tootles,original,bye,2
no,naw,original,cancel,3
goodbye,regards,original,bye,2
yes,certainly,parrot,book,1
how_busy,does mr joes pizza usually have a long wait?,original,avail,0
goodbye,thank you for the great talk,parrot,bye,2
goodbye,bye,original,bye,2
thank_you,gracias,original,bye,2
goodbye,adios ai,original,bye,2
yes,positive,original,book,1
yes,affirmitive,original,book,1
no,that's incorrect,original,cancel,3
greeting,hello,original,greet,4
thank_you,merci beaucoup,original,bye,2
no,no that's wrong,original,cancel,3
no,invalid,original,cancel,3
yes,indeed,parrot,book,1
yes,affirmitive,original,book,1
goodbye,"nice talk, goodbye",lambada,bye,2
goodbye,goodbye bye,parrot,bye,2
goodbye,i'm glad we talked later,lambada,bye,2
greeting,hey hey!,original,greet,4
no,no!,original,cancel,3
calendar,have any scheduled events in my calendar?,parrot,avail,0
goodbye,goodnight,original,bye,2
goodbye,buhbye,original,bye,2
no,invalid,original,cancel,3
yes,facts,original,book,1
goodbye,"that's all, bye",original,bye,2
no,so that's no,parrot,cancel,3
yes,facts,original,book,1
yes,that is totally true,original,book,1
how_busy,can you tell me how long the wait is at olive garden?,lambada,avail,0
goodbye,adios,original,bye,2
no,FALSE,original,cancel,3
no,that's very negative,parrot,cancel,3
greeting,hey,original,greet,4
goodbye,great talk,lambada,bye,2
thank_you,thanks!,original,bye,2
no,nothing,parrot,cancel,3
goodbye,bye-bye,original,bye,2
no,i disagree,parrot,cancel,3
cancel_reservation,make a cancellation of the reservation,parrot,cancel,3
greeting,how's my day going,lambada,greet,4
thank_you,i appreciate your answer,parrot,bye,2
no,negating,parrot,cancel,3
goodbye,later!,original,bye,2
schedule_meeting,i need a room,parrot,book,1
date,please list my current date,parrot,avail,0
meeting_schedule,meeting today,parrot,avail,0
greeting,hi what's up?,parrot,greet,4
yes,TRUE,lambada,book,1
yes,huh huh,parrot,book,1
thank_you,"great, thanks!",original,bye,2
thank_you,i want to thank you for your time,parrot,bye,2
goodbye,i'm gone,parrot,bye,2
yes,yes that's right,lambada,book,1
no,it's not correct,parrot,cancel,3
calendar,read my calendar,parrot,avail,0
goodbye,for now,parrot,bye,2
goodbye,peace,original,bye,2
date,what's my date tomorrow?,parrot,avail,0
goodbye,later!,original,bye,2
goodbye,fairwell?,parrot,bye,2
date,what's my date?,parrot,avail,0
calendar,can you see whether i have an event called amy's surprise party on my calendar?,original,avail,0
yes,absolutely!,original,book,1
no,naw,parrot,cancel,3
goodbye,bye!,original,bye,2
no,this is false,parrot,cancel,3
no,it's a very bad answer,parrot,cancel,3
meeting_schedule,let me hear all the meetings for today,parrot,avail,0
goodbye,have to run,parrot,bye,2
date,please tell me what the date is today,parrot,avail,0
goodbye,farewell,original,bye,2
greeting,good day,original,greet,4
yes,thats right,original,book,1
thank_you,much obliged,original,bye,2
greeting,wassup,original,greet,4
yes,say yes,lambada,book,1
yes,great,original,book,1
no,no good,original,cancel,3
greeting,hi,original,greet,4
yes,perfect,parrot,book,1
no,i'll say no,parrot,cancel,3
cancel_reservation,my dinner reservation will not be needed,parrot,cancel,3
yes,TRUE,original,book,1
greeting,all right with you?,parrot,greet,4
cancel_reservation,can you cancel my reservation for 6pm?,parrot,cancel,3
no,hell nah,original,cancel,3
thank_you,gracias,original,bye,2
thank_you,i appeciate it,original,bye,2
greeting,ahoy,lambada,greet,4
date,will it be 10 days?,parrot,avail,0
date,what year is tomorrow,parrot,avail,0
how_busy,is the wait long?,parrot,avail,0
yes,that's true,original,book,1
how_busy,can i wait for a table in ihop?,parrot,avail,0
meeting_schedule,are there any meetings with dan today?,parrot,avail,0
no,no,lambada,cancel,3
yes,it's positive,parrot,book,1
no,i'm afraid not,parrot,cancel,3
yes,yes sir,original,book,1
thank_you,you answered,parrot,bye,2
no,that's inaccurate,original,cancel,3
greeting,how is idy?,parrot,greet,4
thank_you,i appeciate it,parrot,bye,2
yes,i want it,parrot,book,1
goodbye,sayonara,original,bye,2
date,please show the date,parrot,avail,0
no,FALSE,lambada,cancel,3
goodbye,later,original,bye,2
greeting,how life treats you?,parrot,greet,4
greeting,how've you been,original,greet,4
no,certainly false,parrot,cancel,3
greeting,ahoy hoy,original,greet,4
date,where's tomorrow's date,parrot,avail,0
thank_you,good job helping me,parrot,bye,2
thank_you,appreciated,original,bye,2
greeting,ahoy,lambada,greet,4
goodbye,bye-bye,original,bye,2
no,it's actually false,parrot,cancel,3
greeting,wassup,original,greet,4
schedule_meeting,would you set me up for a meeting,lambada,book,1
reminder_update,i'd like to remind myself to eat at work,parrot,resched,5
cancel_reservation,get the salad cancelled,lambada,cancel,3
yes,perfect,parrot,book,1
greeting,whats up?,parrot,greet,4
goodbye,send a goodbye,lambada,bye,2
thank_you,i'm grateful,original,bye,2
date,today?,parrot,avail,0
yes,sure,original,book,1
yes,accept,parrot,book,1
goodbye,bye bye,lambada,bye,2
greeting,hola!,original,greet,4
goodbye,later!,original,bye,2
greeting,what's new?,parrot,greet,4
goodbye,good night,original,bye,2
how_busy,wait for the red lobster?,parrot,avail,0
no,negative,original,cancel,3
goodbye,later gater,original,bye,2
yes,"yes, please",parrot,book,1
no,it's my false statement,parrot,cancel,3
thank_you,good job on that,lambada,bye,2
yes,absolutely!,original,book,1
greeting,"hi, ai",original,greet,4
yes,let's do it,parrot,book,1
calendar_update,please remove dinner with june at the ranch from my calendar for may 14th?,parrot,resched,5
date,today?,parrot,avail,0
greeting,hey what's up?,parrot,greet,4
greeting,how's everything?,parrot,greet,4
goodbye,i have to go but it was a nice chat,lambada,bye,2
no,naw,original,cancel,3
thank_you,i'm so very grateful,parrot,bye,2
calendar,please check my calendar for saturday,parrot,avail,0
greeting,hey there,original,greet,4
meeting_schedule,what's the meeting today?,parrot,avail,0
date,in five days?,parrot,avail,0
calendar,what do you have planned for april 23rd?,parrot,avail,0
yes,i think you're right,parrot,book,1
date,is today the day?,parrot,avail,0
greeting,yo,original,greet,4
goodbye,goodbye to your,lambada,bye,2
yes,great,original,book,1
date,what day?,parrot,avail,0
date,what's my day?,parrot,avail,0
greeting,ahoy hoy,original,greet,4
greeting,hi how are you doing?,parrot,greet,4
calendar,can you check my calendar for a repair appointment?,parrot,avail,0
calendar,i want my schedule for march 2th,parrot,avail,0
thank_you,please thank you for my actions,parrot,bye,2
calendar,can you tell me what's on my calendar for march 8?,parrot,avail,0
greeting,"hi there, how's it going",lambada,greet,4
goodbye,", goodbye",lambada,bye,2
calendar_update,clear my calendar for march 7th,parrot,resched,5
yes,certainly true,parrot,book,1
yes,yep,original,book,1
thank_you,appreciated,original,bye,2
yes,it's positive,parrot,book,1
goodbye,wonderful conversation,lambada,bye,2
thank_you,okay thank you,parrot,bye,2
cancel_reservation,call my reservation cancelled,parrot,cancel,3
greeting,salutation,parrot,greet,4
date,what is today?,original,avail,0
cancel_reservation,the reservation i made,parrot,cancel,3
greeting,hey it's up,lambada,greet,4
greeting,what's happened?,parrot,greet,4
how_busy,is the wait too long?,parrot,avail,0
yes,10-Apr,original,book,1
how_busy,if i want to sit at the tamara steakhouse how long is the wait?,parrot,avail,0
yes,absolutely!,original,book,1
greeting,hey what's up?,parrot,greet,4
goodbye,goodbye soon,lambada,bye,2
reminder_update,you can remind me,parrot,resched,5
goodbye,i'll have to go later,parrot,bye,2
yes,it's definitely positive,parrot,book,1
no,no it's not,parrot,cancel,3
how_busy,how long is the wait at the olive garden right now,lambada,avail,0
cancel_reservation,please let my reservation for saturday at my favorite restaurant expires,parrot,cancel,3
no,no that's not true,parrot,cancel,3
greeting,hola,original,greet,4
yes,yeah,original,book,1
meeting_schedule,when's my meeting with daddy?,parrot,avail,0
goodbye,i need to go,lambada,bye,2
thank_you,appreciated,original,bye,2
thank_you,"awesome, thanks",original,bye,2
greeting,hi,original,greet,4
thank_you,you helped,parrot,bye,2
how_busy,is the restaurant busy at lunch?,parrot,avail,0
no,it's actually false,parrot,cancel,3
schedule_meeting,i want the room open between 4 and 5 pm,parrot,book,1
reminder_update,remind me to put onion on the grill,parrot,resched,5
no,that's no,parrot,cancel,3
greeting,bonjour,original,greet,4
goodbye,fairwell?,parrot,bye,2
date,what is today's date?,original,avail,0
no,not correct,parrot,cancel,3
schedule_meeting,put in a meeting in the blue room on friday?,parrot,book,1
yes,obviously,parrot,book,1
no,no good,original,cancel,3
greeting,how did you feel?,parrot,greet,4
no,that's a negative,original,cancel,3
thank_you,thank a bunch,original,bye,2
thank_you,nice,parrot,bye,2
greeting,how's life,original,greet,4
goodbye,signing off,original,bye,2
cancel_reservation,cancellation of 6 reservations at red robin,parrot,cancel,3
goodbye,talk later,original,bye,2
no,naw,original,cancel,3
no,so that's no,parrot,cancel,3
date,is today monday?,original,avail,0
thank_you,you were a good help,parrot,bye,2
goodbye,fairwell?,parrot,bye,2
reminder_update,keep setting reminders for the storage of money,parrot,resched,5
yes,approved,original,book,1
how_busy,can you wait in chili's at 8pm?,parrot,avail,0
goodbye,good conversation,parrot,bye,2
no,not good,parrot,cancel,3
how_busy,there's a cheesecake factory,parrot,avail,0
goodbye,my friend,parrot,bye,2
thank_you,thankyou,parrot,bye,2
greeting,wassup,original,greet,4
yes,positive,parrot,book,1
greeting,heyo,original,greet,4
how_busy,how busy is the steakhouse around midnight?,parrot,avail,0
no,it's no,parrot,cancel,3
greeting,aho,parrot,greet,4
calendar,did i put a repair date in my calendar?,parrot,avail,0
yes,roger that,original,book,1
how_busy,is the restaurant busy during lunchtime?,parrot,avail,0
goodbye,a good talk,parrot,bye,2
no,i must say no,original,cancel,3
calendar,what's on my calendar for march 7,parrot,avail,0
no,not true,original,cancel,3
no,there is no,parrot,cancel,3
reminder_update,i would like to be reminded,original,resched,5
calendar,can you check something on my calendar for my repair?,parrot,avail,0
yes,it makes sense,parrot,book,1
meeting_schedule,are there any meetings with kelly?,parrot,avail,0
yes,correct,original,book,1
how_busy,how long will a macaroni grill be for dinner?,parrot,avail,0
no,naw,parrot,cancel,3
how_busy,does chili have people sitting between 5 and 7?,parrot,avail,0
goodbye,ok good chatting goodbye,original,bye,2
yes,thats right,original,book,1
no,no!,original,cancel,3
yes,sure thing,original,book,1
thank_you,"thanks, that's helpful",original,bye,2
greeting,how's this going?,parrot,greet,4
reminder_update,you can remind me,parrot,resched,5
yes,absolutely!,original,book,1
no,that's the wrong answer,parrot,cancel,3
yes,yup,original,book,1
yes,good,parrot,book,1
yes,is true,parrot,book,1
reminder_update,set the reminder for 2 pm to feed the cat,parrot,resched,5
greeting,hello how's the situation?,parrot,greet,4
meeting_schedule,do you have meetings from 1 to 4 today?,parrot,avail,0
greeting,hello there,original,greet,4
greeting,hola!,original,greet,4
yes,certainly,parrot,book,1
goodbye,tootles,original,bye,2
meeting_schedule,meetings today,original,avail,0
greeting,ahoy there,lambada,greet,4
greeting,whats up?,parrot,greet,4
thank_you,okay thanks,original,bye,2
yes,huh,parrot,book,1
thank_you,thanks for the cooperation,parrot,bye,2
greeting,hey,original,greet,4
date,in 7 days?,parrot,avail,0
yes,accept,parrot,book,1
yes,yay,lambada,book,1
goodbye,i'm out of here,original,bye,2
goodbye,cya later,original,bye,2
greeting,how are you?,parrot,greet,4
date,what's today,original,avail,0
goodbye,fairwell?,parrot,bye,2
greeting,so how's everything going?,parrot,greet,4
meeting_schedule,what are the scheduled meetings today?,parrot,avail,0
thank_you,your answer was pleasant,parrot,bye,2
no,say negative,parrot,cancel,3
no,invalid,original,cancel,3
date,give me the date today,original,avail,0
how_busy,how busy is olive garden between 12 and 5,lambada,avail,0
thank_you,nice,parrot,bye,2
no,but not right now,parrot,cancel,3
goodbye,a pleasure to speak with you as always,parrot,bye,2
no,that’s not correct,original,cancel,3
no,that's a wrong answer,parrot,cancel,3
goodbye,farewell!,original,bye,2
date,what's the date of 25 days?,parrot,avail,0
greeting,what's up,original,greet,4
yes,great,original,book,1
no,it has to be false,parrot,cancel,3
greeting,whats up,original,greet,4
yes,TRUE,original,book,1
goodbye,bye bye now,lambada,bye,2
yes,TRUE,original,book,1
reminder_update,add a note,parrot,resched,5
no,"nope, that's false",original,cancel,3
how_busy,how long do i have to wait if i want to go to the cheesecake factory,parrot,avail,0
meeting_schedule,what do i have going on between 9 and 10?,original,avail,0
thank_you,thank you so much,original,bye,2
date,what date is today?,original,avail,0
no,that's a wrong answer?,parrot,cancel,3
greeting,hello bs,parrot,greet,4
yes,yep,original,book,1
how_busy,list the available seats in this restaurant?,parrot,avail,0
no,nada,original,cancel,3
how_busy,i want to know how busy rubin's will be around 8pm,parrot,avail,0
greeting,how's my day been?,parrot,greet,4
greeting,yo,original,greet,4
how_busy,how long will it take to get a table at the cheese cake factory?,parrot,avail,0
yes,TRUE,lambada,book,1
no,it's false,parrot,cancel,3
greeting,what's happening,original,greet,4
cancel_reservation,please unreserve that table,original,cancel,3
date,tell me the date today,parrot,avail,0
yes,i want that,parrot,book,1
date,in five days?,parrot,avail,0
cancel_reservation,can i cancel my reservation at 4 pm at ruth's?,parrot,cancel,3
date,current date,original,avail,0
greeting,hi,original,greet,4
yes,confirm,original,book,1
goodbye,good-bye,parrot,bye,2
how_busy,what does a red lobster get for 7pm?,parrot,avail,0
greeting,hola!,original,greet,4
cancel_reservation,the reservation i made,parrot,cancel,3
thank_you,thanks again!,original,bye,2
meeting_schedule,what meetings do i have today between noon and 1?,parrot,avail,0
how_busy,i need to know the wait time at italian food,lambada,avail,0
greeting,whats up?,parrot,greet,4
no,it's not true,parrot,cancel,3
yes,very true,original,book,1
calendar,what do i have planned for march 2nd on the calendar?,parrot,avail,0
no,FALSE,original,cancel,3
date,in three days,parrot,avail,0
greeting,hiya,original,greet,4
no,the information is wrong,original,cancel,3
goodbye,goodbye,original,bye,2
yes,affirmitive,original,book,1
meeting_schedule,have to find time for all the meetings on my schedule,parrot,avail,0
goodbye,goodbye my friend,parrot,bye,2
meeting_schedule,what time is my meeting with fred scheduled for?,original,avail,0
calendar,tell me what's on my calendar for march 21st,parrot,avail,0
goodbye,goodbye soon,lambada,bye,2
thank_you,thankyou,parrot,bye,2
goodbye,take a break,parrot,bye,2
greeting,how's idy doing?,parrot,greet,4
yes,that's a yes,original,book,1
greeting,hiya,original,greet,4
greeting,heyo,original,greet,4
thank_you,my thanks,parrot,bye,2
no,it's a negative,parrot,cancel,3
no,that's erroneous,parrot,cancel,3
date,what's the day of the week?,parrot,avail,0
yes,i'm sure it was done,parrot,book,1
goodbye,buhbye,original,bye,2
no,erroneous,parrot,cancel,3
meeting_schedule,what's the schedule of the meeting?,parrot,avail,0
greeting,salutations!,original,greet,4
goodbye,goodnight,original,bye,2
goodbye,i'm leaving now,lambada,bye,2
goodbye,go easy,parrot,bye,2
goodbye,bye!,original,bye,2
thank_you,good job,lambada,bye,2
greeting,salutation,parrot,greet,4
goodbye,sayonara,original,bye,2
yes,it's indeed true,original,book,1
no,that's negative,parrot,cancel,3
greeting,hey,original,greet,4
goodbye,will leave now,parrot,bye,2
goodbye,goodnight,original,bye,2
how_busy,tell me how busy the red robin is at 7pm,parrot,avail,0
date,today?,parrot,avail,0
yes,yay,lambada,book,1
no,not true i think,parrot,cancel,3
thank_you,you helped,parrot,bye,2
meeting_schedule,are there any meetings that are scheduled for today?,parrot,avail,0
yes,affirmative,original,book,1
thank_you,thank you very much for my answer,parrot,bye,2
yes,yes that's correct,original,book,1
calendar,do you have any active events on march 4th?,parrot,avail,0
calendar_update,remove jeff's birthday from my calendar on may 12th,parrot,resched,5
reminder_update,create a reminder,original,resched,5
goodbye,very nice conversation,parrot,bye,2
no,negative,original,cancel,3
yes,say yes,lambada,book,1
no,it's negative,parrot,cancel,3
goodbye,good talk,parrot,bye,2
thank_you,thanks for this information,lambada,bye,2
yes,accept,parrot,book,1
goodbye,i need to go,lambada,bye,2
no,no no no,parrot,cancel,3
greeting,and how's it going,parrot,greet,4
meeting_schedule,what is today's meeting and what date,parrot,avail,0
calendar,list some things i have on my calendar for march 01?,parrot,avail,0
yes,yes,original,book,1
thank_you,much obliged,original,bye,2
greeting,"hello, ai",original,greet,4
schedule_meeting,get me a meeting room between 1 and 2pm,lambada,book,1
no,nope,original,cancel,3
cancel_reservation,cancel the dinner reservation tonight,parrot,cancel,3
thank_you,you helped,parrot,bye,2
goodbye,nice chat today,lambada,bye,2
greeting,hey,original,greet,4
no,negating,parrot,cancel,3
date,where is tomorrow's date,lambada,avail,0
greeting,hey bs,lambada,greet,4
thank_you,thank you?,parrot,bye,2
date,what day tomorrow and what month?,parrot,avail,0
no,no thanks,original,cancel,3
goodbye,goodbye!,original,bye,2
how_busy,how long is the wait at chuck's?,parrot,avail,0
greeting,good day,original,greet,4
goodbye,", goodbye",lambada,bye,2
thank_you,and you're doing well,parrot,bye,2
schedule_meeting,are there meeting rooms available between 9-11?,lambada,book,1
no,this is my reply,parrot,cancel,3
yes,affirmitive,original,book,1
how_busy,canadian grill at 6pm?,parrot,avail,0
yes,accepted,original,book,1
date,in eight days?,parrot,avail,0
goodbye,later,original,bye,2
yes,confirmed,original,book,1
how_busy,is the red lobster usually busy around 8pm?,parrot,avail,0
meeting_schedule,meeting today,parrot,avail,0
goodbye,bye-bye,original,bye,2
yes,yes that's correct,original,book,1
greeting,hey,original,greet,4
goodbye,goodbye soon,lambada,bye,2
no,that isn't right,original,cancel,3
greeting,how are things,original,greet,4
greeting,how's this going?,parrot,greet,4
no,nay,original,cancel,3
yes,you're right,original,book,1
yes,positive,original,book,1
goodbye,goodbye helpful ai devices,parrot,bye,2
goodbye,farewell,original,bye,2
goodbye,adios,original,bye,2
yes,yeap,original,book,1
yes,absolutely,original,book,1
calendar_update,remove this event from my calendar,lambada,resched,5
date,current date,original,avail,0
thank_you,thanks very much for your answer,parrot,bye,2
greeting,hi how's my life?,parrot,greet,4
date,is it monday?,parrot,avail,0
yes,of course,original,book,1
goodbye,fairwell,original,bye,2
cancel_reservation,i don't actually need my reservation anymore,parrot,cancel,3
thank_you,your efforts don't go unnoticed,original,bye,2
how_busy,if i want to know how busy the olive garden is at 6pm,parrot,avail,0
goodbye,a pleasure to speak with you as always,parrot,bye,2
how_busy,the wait time at the italian restaurant?,parrot,avail,0
no,nothing good,parrot,cancel,3
greeting,salutations,parrot,greet,4
how_busy,can i wait at the macaroni grill for so long?,parrot,avail,0
goodbye,im leaving,parrot,bye,2
no,negatory,original,cancel,3
goodbye,nice talk,lambada,bye,2
greeting,aho,parrot,greet,4
no,naw,original,cancel,3
greeting,welcome,parrot,greet,4
